"kode_produk","tgl_berlaku","kode_cabang","harga_berlaku_cabang","modal_cabang","biaya_cabang"
PROD-0000034,"2008-05-28 00:00:00",CABANG-039,20320,19440,360
PROD-0000035,"2008-05-28 00:00:00",CABANG-039,6080,5780,10
PROD-0000036,"2008-05-28 00:00:00",CABANG-039,31010,29460,30
PROD-0000037,"2008-05-28 00:00:00",CABANG-039,5130,4870,10
PROD-0000038,"2008-05-28 00:00:00",CABANG-039,6040,5730,50
PROD-0000039,"2008-05-28 00:00:00",CABANG-039,5530,5250,30
PROD-0000040,"2008-05-28 00:00:00",CABANG-039,15310,14550,360
PROD-0000041,"2008-05-28 00:00:00",CABANG-039,13430,12800,140
PROD-0000001,"2008-05-29 00:00:00",CABANG-039,11520,10940,280
PROD-0000002,"2008-05-29 00:00:00",CABANG-039,4270,4030,60
PROD-0000003,"2008-05-29 00:00:00",CABANG-039,6330,5960,70
PROD-0000004,"2008-05-29 00:00:00",CABANG-039,8190,7770,180
PROD-0000005,"2008-05-29 00:00:00",CABANG-039,7150,6740,140
PROD-0000006,"2008-05-29 00:00:00",CABANG-039,8170,7730,70
PROD-0000007,"2008-05-29 00:00:00",CABANG-039,4670,4390,30
PROD-0000008,"2008-05-29 00:00:00",CABANG-039,1100,1040,20
PROD-0000009,"2008-05-29 00:00:00",CABANG-039,4800,4530,100
PROD-0000010,"2008-05-29 00:00:00",CABANG-039,1110,1060,0
PROD-0000011,"2008-05-29 00:00:00",CABANG-039,1220,1160,20
PROD-0000012,"2008-05-29 00:00:00",CABANG-039,3550,3370,60
PROD-0000013,"2008-05-29 00:00:00",CABANG-039,12470,11740,60
PROD-0000014,"2008-05-29 00:00:00",CABANG-039,11660,11050,230
PROD-0000015,"2008-05-29 00:00:00",CABANG-039,19340,18470,220
PROD-0000016,"2008-05-29 00:00:00",CABANG-039,98390,93810,50
PROD-0000017,"2008-05-29 00:00:00",CABANG-039,1230,1170,20
PROD-0000018,"2008-05-29 00:00:00",CABANG-039,9040,8590,160
PROD-0000019,"2008-05-29 00:00:00",CABANG-039,6210,5880,20
PROD-0000020,"2008-05-29 00:00:00",CABANG-039,5420,5150,60
PROD-0000021,"2008-05-29 00:00:00",CABANG-039,12110,11600,10
PROD-0000022,"2008-05-29 00:00:00",CABANG-039,72690,69060,440
PROD-0000023,"2008-05-29 00:00:00",CABANG-039,14670,13830,320
PROD-0000024,"2008-05-29 00:00:00",CABANG-039,15120,14240,110
PROD-0000025,"2008-05-29 00:00:00",CABANG-039,10140,9580,100
PROD-0000026,"2008-05-29 00:00:00",CABANG-039,920,870,0
PROD-0000027,"2008-05-29 00:00:00",CABANG-039,12390,11700,290
PROD-0000028,"2008-05-29 00:00:00",CABANG-039,56240,53430,1010
PROD-0000029,"2008-05-29 00:00:00",CABANG-039,6170,5910,60
PROD-0000030,"2008-05-29 00:00:00",CABANG-039,4090,3890,60
PROD-0000031,"2008-05-29 00:00:00",CABANG-039,18520,17690,270
PROD-0000032,"2008-05-29 00:00:00",CABANG-039,5110,4850,70
PROD-0000033,"2008-05-29 00:00:00",CABANG-039,15960,15080,370
PROD-0000034,"2008-05-29 00:00:00",CABANG-039,20480,19460,460
PROD-0000035,"2008-05-29 00:00:00",CABANG-039,6150,5820,40
PROD-0000036,"2008-05-29 00:00:00",CABANG-039,31130,29660,420
PROD-0000037,"2008-05-29 00:00:00",CABANG-039,5180,4920,120
PROD-0000038,"2008-05-29 00:00:00",CABANG-039,6060,5800,20
PROD-0000039,"2008-05-29 00:00:00",CABANG-039,5500,5220,30
PROD-0000040,"2008-05-29 00:00:00",CABANG-039,15070,14300,200
PROD-0000041,"2008-05-29 00:00:00",CABANG-039,13620,12940,170
PROD-0000001,"2008-05-30 00:00:00",CABANG-039,11400,10780,210
PROD-0000002,"2008-05-30 00:00:00",CABANG-039,4260,4040,30
PROD-0000003,"2008-05-30 00:00:00",CABANG-039,6340,6030,100
PROD-0000004,"2008-05-30 00:00:00",CABANG-039,8140,7730,110
PROD-0000005,"2008-05-30 00:00:00",CABANG-039,7170,6810,40
PROD-0000006,"2008-05-30 00:00:00",CABANG-039,8240,7890,80
PROD-0000007,"2008-05-30 00:00:00",CABANG-039,4660,4460,80
PROD-0000008,"2008-05-30 00:00:00",CABANG-039,1070,1020,10
PROD-0000009,"2008-05-30 00:00:00",CABANG-039,4830,4590,90
PROD-0000010,"2008-05-30 00:00:00",CABANG-039,1110,1070,10
PROD-0000011,"2008-05-30 00:00:00",CABANG-039,1240,1180,20
PROD-0000012,"2008-05-30 00:00:00",CABANG-039,3610,3430,60
PROD-0000013,"2008-05-30 00:00:00",CABANG-039,12570,11830,200
PROD-0000014,"2008-05-30 00:00:00",CABANG-039,11830,11240,210
PROD-0000015,"2008-05-30 00:00:00",CABANG-039,19490,18630,410
PROD-0000016,"2008-05-30 00:00:00",CABANG-039,100180,94400,2250
PROD-0000017,"2008-05-30 00:00:00",CABANG-039,1230,1170,30
PROD-0000018,"2008-05-30 00:00:00",CABANG-039,8970,8560,20
PROD-0000019,"2008-05-30 00:00:00",CABANG-039,6180,5930,130
PROD-0000020,"2008-05-30 00:00:00",CABANG-039,5390,5080,120
PROD-0000021,"2008-05-30 00:00:00",CABANG-039,12060,11460,10
PROD-0000022,"2008-05-30 00:00:00",CABANG-039,72550,69230,1380
PROD-0000023,"2008-05-30 00:00:00",CABANG-039,14540,13820,260
PROD-0000024,"2008-05-30 00:00:00",CABANG-039,15060,14450,40
PROD-0000025,"2008-05-30 00:00:00",CABANG-039,10080,9480,30
PROD-0000026,"2008-05-30 00:00:00",CABANG-039,900,860,10
PROD-0000027,"2008-05-30 00:00:00",CABANG-039,12200,11660,260
PROD-0000028,"2008-05-30 00:00:00",CABANG-039,55350,52890,860
PROD-0000029,"2008-05-30 00:00:00",CABANG-039,6220,5900,60
PROD-0000030,"2008-05-30 00:00:00",CABANG-039,4090,3870,80
PROD-0000031,"2008-05-30 00:00:00",CABANG-039,18000,16970,200
PROD-0000032,"2008-05-30 00:00:00",CABANG-039,5090,4840,10
PROD-0000033,"2008-05-30 00:00:00",CABANG-039,15730,15070,380
PROD-0000034,"2008-05-30 00:00:00",CABANG-039,20120,19290,20
PROD-0000035,"2008-05-30 00:00:00",CABANG-039,5990,5690,0
PROD-0000036,"2008-05-30 00:00:00",CABANG-039,31140,29640,530
PROD-0000037,"2008-05-30 00:00:00",CABANG-039,5070,4830,80
PROD-0000038,"2008-05-30 00:00:00",CABANG-039,6090,5760,150
PROD-0000039,"2008-05-30 00:00:00",CABANG-039,5510,5290,100
PROD-0000040,"2008-05-30 00:00:00",CABANG-039,14980,14110,310
PROD-0000041,"2008-05-30 00:00:00",CABANG-039,13410,12710,270
PROD-0000001,"2008-05-31 00:00:00",CABANG-039,11470,10900,70
PROD-0000002,"2008-05-31 00:00:00",CABANG-039,4240,4030,60
PROD-0000003,"2008-05-31 00:00:00",CABANG-039,6420,6080,110
PROD-0000004,"2008-05-31 00:00:00",CABANG-039,8220,7770,100
PROD-0000005,"2008-05-31 00:00:00",CABANG-039,7190,6830,50
PROD-0000006,"2008-05-31 00:00:00",CABANG-039,8330,7830,50
PROD-0000007,"2008-05-31 00:00:00",CABANG-039,4620,4370,40
PROD-0000008,"2008-05-31 00:00:00",CABANG-039,1100,1030,10
PROD-0000009,"2008-05-31 00:00:00",CABANG-039,4800,4570,110
PROD-0000010,"2008-05-31 00:00:00",CABANG-039,1120,1070,20
PROD-0000011,"2008-05-31 00:00:00",CABANG-039,1240,1180,30
PROD-0000012,"2008-05-31 00:00:00",CABANG-039,3550,3380,60
PROD-0000013,"2008-05-31 00:00:00",CABANG-039,12620,11920,260
PROD-0000014,"2008-05-31 00:00:00",CABANG-039,11770,11220,240
PROD-0000015,"2008-05-31 00:00:00",CABANG-039,19410,18440,270
PROD-0000016,"2008-05-31 00:00:00",CABANG-039,99180,94580,740
PROD-0000017,"2008-05-31 00:00:00",CABANG-039,1240,1180,0
PROD-0000018,"2008-05-31 00:00:00",CABANG-039,8860,8340,40
PROD-0000019,"2008-05-31 00:00:00",CABANG-039,6180,5920,60
PROD-0000020,"2008-05-31 00:00:00",CABANG-039,5470,5190,10
PROD-0000021,"2008-05-31 00:00:00",CABANG-039,12260,11660,30
PROD-0000022,"2008-05-31 00:00:00",CABANG-039,72550,69460,440
PROD-0000023,"2008-05-31 00:00:00",CABANG-039,14370,13590,70
PROD-0000024,"2008-05-31 00:00:00",CABANG-039,15150,14490,20
PROD-0000025,"2008-05-31 00:00:00",CABANG-039,10300,9770,110
PROD-0000026,"2008-05-31 00:00:00",CABANG-039,910,860,10
PROD-0000027,"2008-05-31 00:00:00",CABANG-039,12270,11780,260
PROD-0000028,"2008-05-31 00:00:00",CABANG-039,55580,52800,60
PROD-0000029,"2008-05-31 00:00:00",CABANG-039,6310,6020,130
PROD-0000030,"2008-05-31 00:00:00",CABANG-039,4070,3830,10
PROD-0000031,"2008-05-31 00:00:00",CABANG-039,18260,17350,100
PROD-0000032,"2008-05-31 00:00:00",CABANG-039,5140,4880,40
PROD-0000033,"2008-05-31 00:00:00",CABANG-039,15710,14920,50
PROD-0000034,"2008-05-31 00:00:00",CABANG-039,20560,19530,490
PROD-0000035,"2008-05-31 00:00:00",CABANG-039,6040,5680,150
PROD-0000036,"2008-05-31 00:00:00",CABANG-039,30880,29040,80
PROD-0000037,"2008-05-31 00:00:00",CABANG-039,5080,4830,40
PROD-0000038,"2008-05-31 00:00:00",CABANG-039,6070,5780,150
PROD-0000039,"2008-05-31 00:00:00",CABANG-039,5590,5360,10
PROD-0000040,"2008-05-31 00:00:00",CABANG-039,15190,14560,110
PROD-0000041,"2008-05-31 00:00:00",CABANG-039,13330,12690,300
PROD-0000001,"2008-06-01 00:00:00",CABANG-039,11510,10910,200
PROD-0000002,"2008-06-01 00:00:00",CABANG-039,4260,4050,70
PROD-0000003,"2008-06-01 00:00:00",CABANG-039,6300,6010,60
PROD-0000004,"2008-06-01 00:00:00",CABANG-039,8250,7760,30
PROD-0000005,"2008-06-01 00:00:00",CABANG-039,7160,6860,130
PROD-0000006,"2008-06-01 00:00:00",CABANG-039,8350,7930,190
PROD-0000007,"2008-06-01 00:00:00",CABANG-039,4690,4460,50
PROD-0000008,"2008-06-01 00:00:00",CABANG-039,1110,1050,10
PROD-0000009,"2008-06-01 00:00:00",CABANG-039,4870,4640,20
PROD-0000010,"2008-06-01 00:00:00",CABANG-039,1110,1060,20
PROD-0000011,"2008-06-01 00:00:00",CABANG-039,1220,1160,10
PROD-0000012,"2008-06-01 00:00:00",CABANG-039,3560,3350,40
PROD-0000013,"2008-06-01 00:00:00",CABANG-039,12770,12090,130
PROD-0000014,"2008-06-01 00:00:00",CABANG-039,11940,11410,130
PROD-0000015,"2008-06-01 00:00:00",CABANG-039,19340,18310,320
PROD-0000016,"2008-06-01 00:00:00",CABANG-039,101250,96160,2330
PROD-0000017,"2008-06-01 00:00:00",CABANG-039,1240,1160,10
PROD-0000018,"2008-06-01 00:00:00",CABANG-039,9020,8580,70
PROD-0000019,"2008-06-01 00:00:00",CABANG-039,6210,5900,100
PROD-0000020,"2008-06-01 00:00:00",CABANG-039,5370,5050,90
PROD-0000021,"2008-06-01 00:00:00",CABANG-039,12150,11420,70
PROD-0000022,"2008-06-01 00:00:00",CABANG-039,73720,70610,150
PROD-0000023,"2008-06-01 00:00:00",CABANG-039,14560,13830,150
PROD-0000024,"2008-06-01 00:00:00",CABANG-039,14960,14120,310
PROD-0000025,"2008-06-01 00:00:00",CABANG-039,10240,9730,80
PROD-0000026,"2008-06-01 00:00:00",CABANG-039,920,860,20
PROD-0000027,"2008-06-01 00:00:00",CABANG-039,12480,11860,310
PROD-0000028,"2008-06-01 00:00:00",CABANG-039,56130,53710,900
PROD-0000029,"2008-06-01 00:00:00",CABANG-039,6300,5970,90
PROD-0000030,"2008-06-01 00:00:00",CABANG-039,4080,3850,50
PROD-0000031,"2008-06-01 00:00:00",CABANG-039,18340,17280,140
PROD-0000032,"2008-06-01 00:00:00",CABANG-039,5120,4860,20
PROD-0000033,"2008-06-01 00:00:00",CABANG-039,15920,15060,330
PROD-0000034,"2008-06-01 00:00:00",CABANG-039,20420,19300,80
PROD-0000035,"2008-06-01 00:00:00",CABANG-039,6180,5810,140
PROD-0000036,"2008-06-01 00:00:00",CABANG-039,31030,29480,620
PROD-0000037,"2008-06-01 00:00:00",CABANG-039,5150,4890,10
PROD-0000038,"2008-06-01 00:00:00",CABANG-039,6160,5800,100
PROD-0000039,"2008-06-01 00:00:00",CABANG-039,5570,5300,120
PROD-0000040,"2008-06-01 00:00:00",CABANG-039,15210,14520,180
PROD-0000041,"2008-06-01 00:00:00",CABANG-039,13680,13000,280
PROD-0000001,"2008-06-02 00:00:00",CABANG-039,11500,11020,20
PROD-0000002,"2008-06-02 00:00:00",CABANG-039,4330,4130,40
PROD-0000003,"2008-06-02 00:00:00",CABANG-039,6320,6010,30
PROD-0000004,"2008-06-02 00:00:00",CABANG-039,8190,7780,180
PROD-0000005,"2008-06-02 00:00:00",CABANG-039,7230,6860,80
PROD-0000006,"2008-06-02 00:00:00",CABANG-039,8330,7920,150
PROD-0000007,"2008-06-02 00:00:00",CABANG-039,4690,4480,30
PROD-0000008,"2008-06-02 00:00:00",CABANG-039,1090,1040,20
PROD-0000009,"2008-06-02 00:00:00",CABANG-039,4850,4610,110
PROD-0000010,"2008-06-02 00:00:00",CABANG-039,1120,1050,10
PROD-0000011,"2008-06-02 00:00:00",CABANG-039,1230,1170,0
PROD-0000012,"2008-06-02 00:00:00",CABANG-039,3620,3420,70
PROD-0000013,"2008-06-02 00:00:00",CABANG-039,12720,12080,310
PROD-0000014,"2008-06-02 00:00:00",CABANG-039,11830,11200,250
PROD-0000015,"2008-06-02 00:00:00",CABANG-039,19340,18380,340
PROD-0000016,"2008-06-02 00:00:00",CABANG-039,99250,94490,500
PROD-0000017,"2008-06-02 00:00:00",CABANG-039,1240,1170,20
PROD-0000018,"2008-06-02 00:00:00",CABANG-039,8960,8520,0
PROD-0000019,"2008-06-02 00:00:00",CABANG-039,6250,5880,150
PROD-0000020,"2008-06-02 00:00:00",CABANG-039,5470,5200,110
PROD-0000021,"2008-06-02 00:00:00",CABANG-039,12310,11700,170
PROD-0000022,"2008-06-02 00:00:00",CABANG-039,73420,69750,1470
PROD-0000023,"2008-06-02 00:00:00",CABANG-039,14830,14070,200
PROD-0000024,"2008-06-02 00:00:00",CABANG-039,15380,14610,130
PROD-0000025,"2008-06-02 00:00:00",CABANG-039,10380,9860,220
PROD-0000026,"2008-06-02 00:00:00",CABANG-039,900,850,20
PROD-0000027,"2008-06-02 00:00:00",CABANG-039,12380,11870,270
PROD-0000028,"2008-06-02 00:00:00",CABANG-039,56700,53870,510
PROD-0000029,"2008-06-02 00:00:00",CABANG-039,6320,6010,120
PROD-0000030,"2008-06-02 00:00:00",CABANG-039,4120,3890,70
PROD-0000031,"2008-06-02 00:00:00",CABANG-039,18710,17660,330
PROD-0000032,"2008-06-02 00:00:00",CABANG-039,5120,4880,110
PROD-0000033,"2008-06-02 00:00:00",CABANG-039,15700,15040,380
PROD-0000034,"2008-06-02 00:00:00",CABANG-039,20060,19140,450
PROD-0000035,"2008-06-02 00:00:00",CABANG-039,6110,5800,60
PROD-0000036,"2008-06-02 00:00:00",CABANG-039,31470,30080,140
PROD-0000037,"2008-06-02 00:00:00",CABANG-039,5110,4820,40
PROD-0000038,"2008-06-02 00:00:00",CABANG-039,6110,5810,110
PROD-0000039,"2008-06-02 00:00:00",CABANG-039,5630,5350,110
PROD-0000040,"2008-06-02 00:00:00",CABANG-039,14880,14140,250
PROD-0000041,"2008-06-02 00:00:00",CABANG-039,13490,12790,240
PROD-0000001,"2008-06-03 00:00:00",CABANG-039,11640,10980,220
PROD-0000002,"2008-06-03 00:00:00",CABANG-039,4290,4060,30
PROD-0000003,"2008-06-03 00:00:00",CABANG-039,6390,6100,150
PROD-0000004,"2008-06-03 00:00:00",CABANG-039,8340,7930,0
PROD-0000005,"2008-06-03 00:00:00",CABANG-039,7190,6770,120
PROD-0000006,"2008-06-03 00:00:00",CABANG-039,8280,7940,80
PROD-0000007,"2008-06-03 00:00:00",CABANG-039,4640,4440,90
PROD-0000008,"2008-06-03 00:00:00",CABANG-039,1110,1050,10
PROD-0000009,"2008-06-03 00:00:00",CABANG-039,4880,4670,10
PROD-0000010,"2008-06-03 00:00:00",CABANG-039,1110,1060,0
PROD-0000011,"2008-06-03 00:00:00",CABANG-039,1210,1140,20
PROD-0000012,"2008-06-03 00:00:00",CABANG-039,3580,3410,30
PROD-0000013,"2008-06-03 00:00:00",CABANG-039,12850,12160,300
PROD-0000014,"2008-06-03 00:00:00",CABANG-039,11990,11490,190
PROD-0000015,"2008-06-03 00:00:00",CABANG-039,19260,18220,50
PROD-0000016,"2008-06-03 00:00:00",CABANG-039,101450,96380,1170
PROD-0000017,"2008-06-03 00:00:00",CABANG-039,1260,1210,30
PROD-0000018,"2008-06-03 00:00:00",CABANG-039,9020,8570,50
PROD-0000019,"2008-06-03 00:00:00",CABANG-039,6090,5730,90
PROD-0000020,"2008-06-03 00:00:00",CABANG-039,5460,5160,70
PROD-0000021,"2008-06-03 00:00:00",CABANG-039,12290,11760,200
PROD-0000022,"2008-06-03 00:00:00",CABANG-039,73420,69810,1540
PROD-0000023,"2008-06-03 00:00:00",CABANG-039,14770,13950,330
PROD-0000024,"2008-06-03 00:00:00",CABANG-039,15110,14350,230
PROD-0000025,"2008-06-03 00:00:00",CABANG-039,10260,9700,40
PROD-0000026,"2008-06-03 00:00:00",CABANG-039,920,880,10
PROD-0000027,"2008-06-03 00:00:00",CABANG-039,12220,11610,10
PROD-0000028,"2008-06-03 00:00:00",CABANG-039,56810,53970,1250
PROD-0000029,"2008-06-03 00:00:00",CABANG-039,6260,5950,130
PROD-0000030,"2008-06-03 00:00:00",CABANG-039,4070,3890,70
PROD-0000031,"2008-06-03 00:00:00",CABANG-039,18600,17520,20
PROD-0000032,"2008-06-03 00:00:00",CABANG-039,5120,4900,10
PROD-0000033,"2008-06-03 00:00:00",CABANG-039,15600,14930,210
PROD-0000034,"2008-06-03 00:00:00",CABANG-039,20660,19740,260
PROD-0000035,"2008-06-03 00:00:00",CABANG-039,6090,5790,120
PROD-0000036,"2008-06-03 00:00:00",CABANG-039,31100,29400,650
PROD-0000037,"2008-06-03 00:00:00",CABANG-039,5130,4840,90
PROD-0000038,"2008-06-03 00:00:00",CABANG-039,6160,5850,150
PROD-0000039,"2008-06-03 00:00:00",CABANG-039,5540,5300,70
PROD-0000040,"2008-06-03 00:00:00",CABANG-039,15000,14270,260
PROD-0000041,"2008-06-03 00:00:00",CABANG-039,13660,13030,250
PROD-0000001,"2008-06-04 00:00:00",CABANG-039,11670,11080,10
PROD-0000002,"2008-06-04 00:00:00",CABANG-039,4300,4090,80
PROD-0000003,"2008-06-04 00:00:00",CABANG-039,6420,6100,130
PROD-0000004,"2008-06-04 00:00:00",CABANG-039,8160,7770,30
PROD-0000005,"2008-06-04 00:00:00",CABANG-039,7220,6860,120
PROD-0000006,"2008-06-04 00:00:00",CABANG-039,8280,7820,120
PROD-0000007,"2008-06-04 00:00:00",CABANG-039,4740,4470,100
PROD-0000008,"2008-06-04 00:00:00",CABANG-039,1090,1040,20
PROD-0000009,"2008-06-04 00:00:00",CABANG-039,4920,4660,30
PROD-0000010,"2008-06-04 00:00:00",CABANG-039,1120,1070,20
PROD-0000011,"2008-06-04 00:00:00",CABANG-039,1210,1150,30
PROD-0000012,"2008-06-04 00:00:00",CABANG-039,3600,3400,50
PROD-0000013,"2008-06-04 00:00:00",CABANG-039,12670,12080,300
PROD-0000014,"2008-06-04 00:00:00",CABANG-039,12040,11430,130
PROD-0000015,"2008-06-04 00:00:00",CABANG-039,19220,18260,0
PROD-0000016,"2008-06-04 00:00:00",CABANG-039,100850,96060,810
PROD-0000017,"2008-06-04 00:00:00",CABANG-039,1230,1160,0
PROD-0000018,"2008-06-04 00:00:00",CABANG-039,8980,8530,140
PROD-0000019,"2008-06-04 00:00:00",CABANG-039,6110,5780,50
PROD-0000020,"2008-06-04 00:00:00",CABANG-039,5420,5200,100
PROD-0000021,"2008-06-04 00:00:00",CABANG-039,12190,11580,50
PROD-0000022,"2008-06-04 00:00:00",CABANG-039,73130,69580,400
PROD-0000023,"2008-06-04 00:00:00",CABANG-039,14920,14280,130
PROD-0000024,"2008-06-04 00:00:00",CABANG-039,15110,14320,280
PROD-0000025,"2008-06-04 00:00:00",CABANG-039,10080,9530,110
PROD-0000026,"2008-06-04 00:00:00",CABANG-039,920,880,10
PROD-0000027,"2008-06-04 00:00:00",CABANG-039,12430,11810,110
PROD-0000028,"2008-06-04 00:00:00",CABANG-039,56920,54080,1000
PROD-0000029,"2008-06-04 00:00:00",CABANG-039,6330,6030,150
PROD-0000030,"2008-06-04 00:00:00",CABANG-039,4100,3870,90
PROD-0000031,"2008-06-04 00:00:00",CABANG-039,18480,17610,0
PROD-0000032,"2008-06-04 00:00:00",CABANG-039,5170,4950,30
PROD-0000033,"2008-06-04 00:00:00",CABANG-039,15770,14980,270
PROD-0000034,"2008-06-04 00:00:00",CABANG-039,20340,19520,220
PROD-0000035,"2008-06-04 00:00:00",CABANG-039,6220,5880,130
PROD-0000036,"2008-06-04 00:00:00",CABANG-039,30790,29460,510
PROD-0000037,"2008-06-04 00:00:00",CABANG-039,5160,4900,20
PROD-0000038,"2008-06-04 00:00:00",CABANG-039,6130,5820,140
PROD-0000039,"2008-06-04 00:00:00",CABANG-039,5630,5390,120
PROD-0000040,"2008-06-04 00:00:00",CABANG-039,15120,14300,240
PROD-0000041,"2008-06-04 00:00:00",CABANG-039,13820,13080,150
PROD-0000001,"2008-06-05 00:00:00",CABANG-039,11530,10950,160
PROD-0000002,"2008-06-05 00:00:00",CABANG-039,4310,4090,80
PROD-0000003,"2008-06-05 00:00:00",CABANG-039,6310,6000,0
PROD-0000004,"2008-06-05 00:00:00",CABANG-039,8220,7780,50
PROD-0000005,"2008-06-05 00:00:00",CABANG-039,7150,6790,90
PROD-0000006,"2008-06-05 00:00:00",CABANG-039,8340,7850,120
PROD-0000007,"2008-06-05 00:00:00",CABANG-039,4730,4500,30
PROD-0000008,"2008-06-05 00:00:00",CABANG-039,1100,1050,10
PROD-0000009,"2008-06-05 00:00:00",CABANG-039,4830,4560,100
PROD-0000010,"2008-06-05 00:00:00",CABANG-039,1130,1080,10
PROD-0000011,"2008-06-05 00:00:00",CABANG-039,1210,1150,20
PROD-0000012,"2008-06-05 00:00:00",CABANG-039,3600,3430,30
PROD-0000013,"2008-06-05 00:00:00",CABANG-039,12740,11970,110
PROD-0000014,"2008-06-05 00:00:00",CABANG-039,11730,11050,270
PROD-0000015,"2008-06-05 00:00:00",CABANG-039,19540,18370,410
PROD-0000016,"2008-06-05 00:00:00",CABANG-039,101050,96780,250
PROD-0000017,"2008-06-05 00:00:00",CABANG-039,1240,1180,30
PROD-0000018,"2008-06-05 00:00:00",CABANG-039,8870,8520,200
PROD-0000019,"2008-06-05 00:00:00",CABANG-039,6100,5810,90
PROD-0000020,"2008-06-05 00:00:00",CABANG-039,5450,5140,40
PROD-0000021,"2008-06-05 00:00:00",CABANG-039,12200,11680,190
PROD-0000022,"2008-06-05 00:00:00",CABANG-039,73280,69610,1760
PROD-0000023,"2008-06-05 00:00:00",CABANG-039,14650,13920,100
PROD-0000024,"2008-06-05 00:00:00",CABANG-039,15050,14300,140
PROD-0000025,"2008-06-05 00:00:00",CABANG-039,10400,9990,20
PROD-0000026,"2008-06-05 00:00:00",CABANG-039,930,880,20
PROD-0000027,"2008-06-05 00:00:00",CABANG-039,12150,11540,100
PROD-0000028,"2008-06-05 00:00:00",CABANG-039,56250,53200,1240
PROD-0000029,"2008-06-05 00:00:00",CABANG-039,6320,5960,130
PROD-0000030,"2008-06-05 00:00:00",CABANG-039,4130,3920,70
PROD-0000031,"2008-06-05 00:00:00",CABANG-039,18220,17430,310
PROD-0000032,"2008-06-05 00:00:00",CABANG-039,5100,4840,0
PROD-0000033,"2008-06-05 00:00:00",CABANG-039,16020,15220,380
PROD-0000034,"2008-06-05 00:00:00",CABANG-039,20300,19290,330
PROD-0000035,"2008-06-05 00:00:00",CABANG-039,6100,5790,40
PROD-0000036,"2008-06-05 00:00:00",CABANG-039,31150,29600,60
PROD-0000037,"2008-06-05 00:00:00",CABANG-039,5150,4850,90
PROD-0000038,"2008-06-05 00:00:00",CABANG-039,6180,5820,80
PROD-0000039,"2008-06-05 00:00:00",CABANG-039,5570,5290,40
PROD-0000040,"2008-06-05 00:00:00",CABANG-039,15210,14530,230
PROD-0000041,"2008-06-05 00:00:00",CABANG-039,13520,12850,180
PROD-0000001,"2008-06-06 00:00:00",CABANG-039,11440,10890,20
PROD-0000002,"2008-06-06 00:00:00",CABANG-039,4300,4050,10
PROD-0000003,"2008-06-06 00:00:00",CABANG-039,6360,6040,40
PROD-0000004,"2008-06-06 00:00:00",CABANG-039,8160,7700,120
PROD-0000005,"2008-06-06 00:00:00",CABANG-039,7150,6820,130
PROD-0000006,"2008-06-06 00:00:00",CABANG-039,8260,7830,90
PROD-0000007,"2008-06-06 00:00:00",CABANG-039,4610,4410,70
PROD-0000008,"2008-06-06 00:00:00",CABANG-039,1090,1030,0
PROD-0000009,"2008-06-06 00:00:00",CABANG-039,4850,4610,40
PROD-0000010,"2008-06-06 00:00:00",CABANG-039,1130,1070,10
PROD-0000011,"2008-06-06 00:00:00",CABANG-039,1230,1170,0
PROD-0000012,"2008-06-06 00:00:00",CABANG-039,3630,3450,90
PROD-0000013,"2008-06-06 00:00:00",CABANG-039,12740,12110,160
PROD-0000014,"2008-06-06 00:00:00",CABANG-039,11910,11340,270
PROD-0000015,"2008-06-06 00:00:00",CABANG-039,19390,18510,0
PROD-0000016,"2008-06-06 00:00:00",CABANG-039,100650,95620,1710
PROD-0000017,"2008-06-06 00:00:00",CABANG-039,1240,1180,10
PROD-0000018,"2008-06-06 00:00:00",CABANG-039,8980,8460,180
PROD-0000019,"2008-06-06 00:00:00",CABANG-039,6180,5870,140
PROD-0000020,"2008-06-06 00:00:00",CABANG-039,5360,5050,110
PROD-0000021,"2008-06-06 00:00:00",CABANG-039,12150,11540,300
PROD-0000022,"2008-06-06 00:00:00",CABANG-039,72540,68710,760
PROD-0000023,"2008-06-06 00:00:00",CABANG-039,14650,13980,70
PROD-0000024,"2008-06-06 00:00:00",CABANG-039,15170,14430,270
PROD-0000025,"2008-06-06 00:00:00",CABANG-039,10240,9730,10
PROD-0000026,"2008-06-06 00:00:00",CABANG-039,910,870,10
PROD-0000027,"2008-06-06 00:00:00",CABANG-039,12430,11810,200
PROD-0000028,"2008-06-06 00:00:00",CABANG-039,56130,53410,900
PROD-0000029,"2008-06-06 00:00:00",CABANG-039,6240,5990,60
PROD-0000030,"2008-06-06 00:00:00",CABANG-039,4100,3890,10
PROD-0000031,"2008-06-06 00:00:00",CABANG-039,18370,17490,260
PROD-0000032,"2008-06-06 00:00:00",CABANG-039,5100,4890,110
PROD-0000033,"2008-06-06 00:00:00",CABANG-039,15770,15020,350
PROD-0000034,"2008-06-06 00:00:00",CABANG-039,20420,19220,130
